x,actual_cdf,predicted_cdf
0,0.0,0.022625640034675598
1,0.0,0.022809086367487907
2,0.0,0.02294481173157692
3,0.0,0.02307155542075634
4,0.0,0.023193009197711945
5,6e-05,0.02331063151359558
6,9e-05,0.02342517301440239
7,0.00017,0.02353711798787117
8,0.00026,0.023646757006645203
9,0.00034,0.023754334077239037
10,0.00048,0.02386002242565155
11,0.00065,0.023963868618011475
12,0.00083,0.02406586892902851
13,0.00104,0.024166323244571686
14,0.00124,0.02426532469689846
15,0.00159,0.02436293661594391
16,0.00203,0.02445945516228676
17,0.00237,0.02457474358379841
18,0.00257,0.02470497228205204
19,0.00295,0.024858495220541954
20,0.00334,0.02503136731684208
21,0.00364,0.025244906544685364
22,0.00418,0.025507457554340363
23,0.00473,0.025857677683234215
24,0.00523,0.026289353147149086
25,0.00579,0.026754681020975113
26,0.00634,0.027256576344370842
27,0.00691,0.02779831551015377
28,0.00756,0.028375765308737755
29,0.00809,0.028998704627156258
30,0.0087,0.029653973877429962
31,0.00948,0.03031889908015728
32,0.01038,0.030989592894911766
33,0.01101,0.03166595846414566
34,0.01184,0.03234802559018135
35,0.0128,0.03303571417927742
36,0.01359,0.033729054033756256
37,0.0145,0.03442796319723129
38,0.01534,0.035132452845573425
39,0.01615,0.03584250435233116
40,0.01695,0.03655808046460152
41,0.01796,0.037279095500707626
42,0.01886,0.03800559416413307
43,0.01981,0.038737501949071884
44,0.02073,0.03947484493255615
45,0.02172,0.04021751508116722
46,0.02266,0.040965545922517776
47,0.02355,0.04171887785196304
48,0.02445,0.04247751459479332
49,0.02566,0.043241385370492935
50,0.02661,0.04401044175028801
51,0.02758,0.04478471726179123
52,0.02859,0.045564115047454834
53,0.02976,0.04635019972920418
54,0.0308,0.04716192185878754
55,0.03196,0.04797926917672157
56,0.033,0.04880216345191002
57,0.03424,0.04963048920035362
58,0.03537,0.05046435073018074
59,0.03656,0.05130361393094063
60,0.0378,0.05214828997850418
61,0.03887,0.052998367697000504
62,0.03999,0.05385371670126915
63,0.0411,0.054714445024728775
64,0.04221,0.055580366402864456
65,0.04345,0.05645155534148216
66,0.04453,0.05732792988419533
67,0.04576,0.05820949748158455
68,0.04708,0.059096191078424454
69,0.0481,0.05998801440000534
70,0.04924,0.06088480353355408
71,0.05052,0.061786748468875885
72,0.05161,0.06269366294145584
73,0.05293,0.06360553950071335
74,0.05427,0.06452228128910065
75,0.05554,0.06544400751590729
76,0.05673,0.06637057662010193
77,0.058,0.06730195879936218
78,0.05927,0.06823814660310745
79,0.06054,0.06917916238307953
80,0.06176,0.07012483477592468
81,0.06294,0.0710751935839653
82,0.06409,0.0720302164554596
83,0.0654,0.07298990339040756
84,0.06673,0.07395415008068085
85,0.06791,0.07492296397686005
86,0.06934,0.07589633017778397
87,0.07084,0.07687411457300186
88,0.07196,0.07785642892122269
89,0.07327,0.07884310930967331
90,0.07478,0.07983419299125671
91,0.07602,0.0808296725153923
92,0.07741,0.08182937651872635
93,0.0787,0.082833431661129
94,0.08001,0.0838417187333107
95,0.08125,0.08485420793294907
96,0.0828,0.0858708918094635
97,0.08414,0.08689168095588684
98,0.08554,0.08791663497686386
99,0.08677,0.0889456570148468
100,0.08822,0.08997868746519089
101,0.08955,0.09101580828428268
102,0.09085,0.09207054227590561
103,0.09196,0.09313291311264038
104,0.09332,0.09419946372509003
105,0.09452,0.09527009725570679
106,0.09593,0.09634480625391006
107,0.09738,0.09742362052202225
108,0.09883,0.09850642830133438
109,0.10008,0.09959309548139572
110,0.10149,0.10068368911743164
111,0.10281,0.10177823901176453
112,0.10402,0.1028767079114914
113,0.1055,0.1039789468050003
114,0.10684,0.10508498549461365
115,0.10808,0.10619477182626724
116,0.10929,0.10730825364589691
117,0.11069,0.1084255501627922
118,0.11202,0.10954631119966507
119,0.11334,0.1106707826256752
120,0.11476,0.11179883033037186
121,0.11596,0.1129303127527237
122,0.11746,0.11406539380550385
123,0.11886,0.11520399898290634
124,0.12026,0.11634591966867447
125,0.1217,0.11749137938022614
126,0.12318,0.11864014714956284
127,0.12485,0.11979217082262039
128,0.12621,0.12094751745462418
129,0.12739,0.12210620194673538
130,0.12862,0.12326806783676147
131,0.1299,0.12443303316831589
132,0.13132,0.12560120224952698
133,0.13264,0.12677261233329773
134,0.13379,0.12794697284698486
135,0.13515,0.12912441790103912
136,0.13662,0.13030490279197693
137,0.13787,0.1314883530139923
138,0.13908,0.13267473876476288
139,0.14051,0.13386403024196625
140,0.14187,0.13505615293979645
141,0.1433,0.13625122606754303
142,0.14459,0.1374490112066269
143,0.1459,0.13864964246749878
144,0.14716,0.13985300064086914
145,0.14858,0.14105908572673798
146,0.14994,0.14226770401000977
147,0.15114,0.1434791088104248
148,0.15247,0.14469298720359802
149,0.15378,0.14590957760810852
150,0.15497,0.147128626704216
151,0.15614,0.14835016429424286
152,0.15752,0.14957423508167267
153,0.15898,0.1508006453514099
154,0.16019,0.15202957391738892
155,0.16145,0.15326084196567535
156,0.16275,0.15449431538581848
157,0.16394,0.15573017299175262
158,0.16522,0.156968355178833
159,0.16649,0.1582087129354477
160,0.16794,0.1594512015581131
161,0.16926,0.16069598495960236
162,0.17039,0.16194285452365875
163,0.17192,0.16319169104099274
164,0.17331,0.16444268822669983
165,0.17455,0.16569581627845764
166,0.17587,0.16695086658000946
167,0.1773,0.168208047747612
168,0.1785,0.16946695744991302
169,0.17979,0.17072777450084686
170,0.18093,0.17199063301086426
171,0.18201,0.17325523495674133
172,0.183,0.17452165484428406
173,0.1843,0.17578986287117004
174,0.1856,0.1770598590373993
175,0.18688,0.17833153903484344
176,0.18825,0.17960496246814728
177,0.18937,0.18087993562221527
178,0.1908,0.18215669691562653
179,0.19198,0.18343490362167358
180,0.19314,0.1847146898508072
181,0.19445,0.18599602580070496
182,0.19575,0.18727892637252808
183,0.19697,0.18856315314769745
184,0.19828,0.18984892964363098
185,0.19949,0.19113609194755554
186,0.20102,0.1924246847629547
187,0.20223,0.1937146782875061
188,0.20342,0.19500577449798584
189,0.20463,0.19629821181297302
190,0.20603,0.1975921094417572
191,0.20727,0.19888706505298615
192,0.20868,0.20018334686756134
193,0.20995,0.20148083567619324
194,0.21122,0.2027793675661087
195,0.21232,0.20407874882221222
196,0.21356,0.20537962019443512
197,0.21459,0.206681489944458
198,0.21568,0.20798419415950775
199,0.2168,0.20928800106048584
200,0.21788,0.21059288084506989
201,0.21918,0.21189860999584198
202,0.22058,0.21320532262325287
203,0.22184,0.21451282501220703
204,0.22328,0.21582113206386566
205,0.22463,0.21713042259216309
206,0.2258,0.21844054758548737
207,0.22698,0.2197512835264206
208,0.22825,0.22106283903121948
209,0.22962,0.22237519919872284
210,0.23098,0.22368815541267395
211,0.23209,0.22500184178352356
212,0.23333,0.2263161689043045
213,0.23436,0.22763101756572723
214,0.23537,0.2289467304944992
215,0.23672,0.2302626371383667
216,0.23789,0.2315792739391327
217,0.23905,0.2328963279724121
218,0.24023,0.2342139035463333
219,0.24158,0.23553213477134705
220,0.24266,0.2368505746126175
221,0.24391,0.23816938698291779
222,0.24518,0.239488884806633
223,0.2464,0.24080845713615417
224,0.24743,0.24212834239006042
225,0.24862,0.2434488832950592
226,0.24996,0.24476946890354156
227,0.25133,0.24609021842479706
228,0.25251,0.24741142988204956
229,0.25364,0.2487325221300125
230,0.25466,0.2500542104244232
231,0.25593,0.25137579441070557
232,0.25707,0.25269755721092224
233,0.25815,0.254019558429718
234,0.25924,0.2553415596485138
235,0.26054,0.25666365027427673
236,0.26165,0.25798577070236206
237,0.26277,0.25930798053741455
238,0.26401,0.26063013076782227
239,0.26529,0.26195228099823
240,0.2665,0.26327428221702576
241,0.26758,0.2645963430404663
242,0.26872,0.2659182846546173
243,0.26957,0.267240047454834
244,0.27066,0.2685617208480835
245,0.27168,0.26988333463668823
