x,actual_cdf,predicted_cdf
0,0.0,0.000202000180291817
1,0.0006,0.0009894274499540057
2,0.0016,0.0019767696594502615
3,0.0018,0.0031681566663774863
4,0.0028,0.004567529796463021
5,0.0052,0.006178636815875382
6,0.007,0.008005027329544556
7,0.0088,0.010050048611790152
8,0.0114,0.012316841873860063
9,0.0142,0.014808338971323942
10,0.0174,0.01752725955262957
11,0.02,0.02047610864853444
12,0.0234,0.023657174700580375
13,0.0266,0.02707252802527982
14,0.0298,0.030724019709259198
15,0.0332,0.03461328092923632
16,0.039,0.03874172268942144
17,0.043,0.04311053596772185
18,0.0496,0.04772069226099407
19,0.055,0.05257294451855088
20,0.0606,0.05766782845217011
21,0.0658,0.06300566420997789
22,0.0716,0.06858655840081362
23,0.0766,0.0744104064549812
24,0.0822,0.08047689530669999
25,0.0884,0.08678550638306304
26,0.094,0.09333551888387093
27,0.1016,0.10012601333639293
28,0.108,0.10715587540883031
29,0.114,0.11442379996609653
30,0.1206,0.12192829535141547
31,0.1274,0.12966768787721938
32,0.1356,0.13764012650886304
33,0.1448,0.14584358772477723
34,0.1532,0.15427588053684327
35,0.163,0.16293465165499754
36,0.171,0.1718173907803393
37,0.1804,0.1809214360113297
38,0.1892,0.1902439793480366
39,0.1982,0.1997820722797633
40,0.2074,0.20953263144184076
41,0.2214,0.2194924443278068
42,0.2294,0.22965817504369013
43,0.2426,0.24002637009160482
44,0.2536,0.25059346417039496
45,0.2632,0.26135578598158504
46,0.2736,0.27230956402944473
47,0.2856,0.2834509324045153
48,0.2938,0.2947759365404992
49,0.3044,0.3062805389349646
50,0.315,0.317960624824862
51,0.329,0.3298120078083992
52,0.3426,0.3418304354053516
53,0.3548,0.3540115945484169
54,0.3678,0.3663511169987454
55,0.3792,0.3788445846792741
56,0.3928,0.39148753491999605
57,0.4054,0.4042754656097717
58,0.4162,0.4172038402497524
59,0.4304,0.4302680929039418
60,0.4464,0.44346363304284303
61,0.4584,0.45678585027656937
62,0.4718,0.47023011897418193
63,0.484,0.4837918027664091
64,0.4958,0.4974662589292672
65,0.5084,0.5112488426464428
66,0.5222,0.5251349111486341
67,0.5364,0.539119827728364
68,0.5522,0.5531989656290721
69,0.5698,0.5673677118075731
70,0.5832,0.5816214705692389
71,0.5946,0.5959556670755146
72,0.6094,0.6103657507236053
73,0.6258,0.624847198398403
74,0.64,0.6393955175969241
75,0.652,0.6540062494257268
76,0.6656,0.6686749714719561
77,0.682,0.6833973005488386
78,0.6972,0.6981688953166058
79,0.7136,0.7129854587799698
80,0.7282,0.7278427406634183
81,0.7446,0.7427365396657153
82,0.7604,0.7576627055951217
83,0.7764,0.7726171413869449
84,0.7894,0.7875958050051421
85,0.8008,0.8025947112297818
86,0.8156,0.8176099333322585
87,0.8288,0.8326376046402341
88,0.8478,0.8476739199943417
89,0.8626,0.8627151370987636
90,0.879,0.8777575777678418
91,0.8922,0.8927976290709407
92,0.9054,0.9078317443778176
93,0.92,0.9228564443068075
94,0.9316,0.9378683175781648
95,0.947,0.9528640217749229
96,0.9604,0.9678402840136765
97,0.9746,0.9827939015277056
98,0.9866,0.9977217421648777
99,0.996,1.0
100,1.0,1.0
