x,actual_cdf,predicted_cdf
0,0.0,0.02401095374849188
1,0.0,0.02260336047935535
2,0.0,0.02115170230510066
3,0.0,0.01966123704643019
4,0.0,0.018137503918481512
5,0.0,0.016586329185562132
6,0.0,0.015013831570318104
7,0.0,0.013426427392092377
8,0.0,0.011830835408654039
9,0.0,0.010234081334893619
10,0.0,0.008643502011553561
11,0.0,0.0070667491965311635
12,0.0,0.005511792950795347
13,0.0,0.0039869245904647355
14,0.0,0.002500759176122136
15,0.0,0.001062237509949604
16,0.0,0.0
17,0.0,0.0
18,0.0002,0.0
19,0.0002,0.0
20,0.0002,0.0
21,0.0002,0.0
22,0.0002,0.0
23,0.0002,0.0
24,0.001,0.0
25,0.0018,0.0
26,0.0022,0.0
27,0.0028,0.0
28,0.0036,0.0
29,0.004,0.0
30,0.0046,0.0
31,0.0062,0.0
32,0.0078,0.0
33,0.0086,0.0
34,0.0108,0.0
35,0.0126,0.0
36,0.0142,0.0011195055547477128
37,0.0164,0.003634007764572511
38,0.0178,0.006486345556372619
39,0.02,0.00969202291736837
40,0.0236,0.013266660728953106
41,0.0272,0.017225973453506405
42,0.0308,0.021585744272047958
43,0.0348,0.02636179862965149
44,0.0378,0.031569976147970025
45,0.0436,0.03722610086741701
46,0.0484,0.04334594978557693
47,0.0522,0.049945219663401264
48,0.0582,0.05703949207672848
49,0.0646,0.06464419669781102
50,0.072,0.07277457279984595
51,0.0802,0.08144562898713598
52,0.089,0.09067210116449925
53,0.0964,0.10046840877194863
54,0.1048,0.1108486093245489
55,0.1142,0.12182635131276304
56,0.123,0.13341482553550044
57,0.135,0.14562671495647891
58,0.1492,0.15847414319442193
59,0.1636,0.17196862177885278
60,0.1748,0.18612099632583884
61,0.189,0.20094139181174883
62,0.2076,0.2164391571478016
63,0.2246,0.23262280928363993
64,0.243,0.24949997709415
65,0.2588,0.2670773453299146
66,0.2804,0.28536059893773136
67,0.2992,0.30435436808314525
68,0.3192,0.32406217423151384
69,0.3384,0.34448637766729795
70,0.362,0.36562812685254814
71,0.3836,0.3874873100444292
72,0.4088,0.41006250960758084
73,0.4334,0.4333509594695888
74,0.4576,0.45734850617632583
75,0.4814,0.4820495740079058
76,0.5094,0.5074471346149457
77,0.5352,0.5335326816283869
78,0.5602,0.5602962106837875
79,0.5876,0.5877262052825465
80,0.611,0.6158096288876524
81,0.6388,0.6445319236201466
82,0.6664,0.673877015884528
83,0.697,0.7038273292069162
84,0.7254,0.7343638045190464
85,0.7476,0.7654659280646536
86,0.7744,0.7971117670427352
87,0.798,0.8292780130354374
88,0.8266,0.8619400331974936
89,0.8492,0.8950719291101733
90,0.875,0.9286466031266063
91,0.8972,0.962635831958166
92,0.9174,0.9970103471745212
93,0.939,1.0
94,0.9522,1.0
95,0.9684,1.0
96,0.9794,1.0
97,0.9894,1.0
98,0.9968,1.0
99,0.9998,1.0
100,1.0,1.0
