x,actual_cdf,predicted_cdf
0,0.3302,0.29872775521543093
1,0.3406,0.31340799805078057
2,0.3512,0.327981523160365
3,0.3616,0.3424440914511556
4,0.3742,0.3567915613627981
5,0.386,0.3710198925355902
6,0.3976,0.3851251492857892
7,0.408,0.3991035038833275
8,0.4182,0.412951239627656
9,0.4282,0.4266647537180701
10,0.4396,0.44024055991550426
11,0.45,0.45367529099342185
12,0.4606,0.4669657009760505
13,0.4712,0.48010866716283973
14,0.4836,0.4931011919386251
15,0.4952,0.5059404043695787
16,0.5088,0.5186235615856211
17,0.5224,0.5311480499505153
18,0.5338,0.5435113860214303
19,0.5466,0.5557112173002715
20,0.5578,0.5677453227795898
21,0.5686,0.5796116132863472
22,0.5804,0.5913081316272811
23,0.5902,0.6028330525400295
24,0.602,0.6141846824545746
25,0.6124,0.6253614590699467
26,0.625,0.6363619507514519
27,0.637,0.6471848557540146
28,0.648,0.6578290012775115
29,0.6602,0.6682933423602057
30,0.6706,0.6785769606166409
31,0.6818,0.6886790628265352
32,0.6906,0.698598979381385
33,0.7002,0.7083361625956232
34,0.7104,0.717890184889299
35,0.72,0.7272607368493192
36,0.7296,0.7364476251763502
37,0.739,0.7454507705245282
38,0.7488,0.7542702052411078
39,0.7586,0.7629060710131962
40,0.7674,0.7713586164286644
41,0.7776,0.7796281944582745
42,0.7868,0.7877152598660003
43,0.7942,0.7956203665544085
44,0.8014,0.8033441648518677
45,0.8092,0.8108873987482305
46,0.8164,0.8182509030854833
47,0.8232,0.8254356007097187
48,0.831,0.8324424995906142
49,0.839,0.8392726899144277
50,0.8484,0.8459273411563354
51,0.8562,0.852407699137757
52,0.8632,0.8587150830740947
53,0.87,0.864850882618125
54,0.8766,0.87081655490407
55,0.883,0.8766136215971535
56,0.8908,0.8822436659532448
57,0.8952,0.8877083298929634
58,0.899,0.8930093110944094
59,0.9048,0.8981483601084602
60,0.9096,0.9031272775003577
61,0.9144,0.9079479110210956
62,0.9182,0.9126121528119006
63,0.9234,0.9171219366448863
64,0.927,0.9214792352027584
65,0.9326,0.9256860574002354
66,0.9368,0.9297444457496516
67,0.9404,0.9336564737730201
68,0.944,0.9374242434626209
69,0.9484,0.941049882792027
70,0.9506,0.9445355432792576
71,0.9538,0.9478833976036117
72,0.9552,0.9510956372775413
73,0.9584,0.9541744703747658
74,0.9598,0.9571221193156766
75,0.9616,0.9599408187109212
76,0.9646,0.9626328132639205
77,0.9664,0.9652003557329217
78,0.968,0.9676457049530695
79,0.9692,0.9699711239188428
80,0.9706,0.9721788779270842
81,0.9718,0.974271232780744
82,0.9744,0.9762504530533368
83,0.976,0.9781188004140237
84,0.9774,0.9798785320131204
85,0.9792,0.9815318989277569
86,0.9806,0.9830811446673094
87,0.9828,0.9845285037381682
88,0.9838,0.9858762002673088
89,0.9852,0.9871264466840804
90,0.9868,0.9882814424595504
91,0.9886,0.9893433729026925
92,0.9892,0.9903144080126435
93,0.9898,0.9911967013862045
94,0.99,0.9919923891797237
95,0.9914,0.9927035891244417
96,0.9922,0.9933323995943576
97,0.993,0.9938808987256237
98,0.9938,0.994351143586459
99,0.9946,0.994745169396538
100,1.0,0.9950649887947846
